department,number,title,term
ENG,445,Studies In Nonfiction,Spring 2016
ENG,460,Studies In Drama,Winter 2016
ENG,470,Studies In Poetry,Fall 2016
ENG,482,"Studies In American Literature, Culture, And The Environment",Winter 2016
ENG,485,Studies In American Literature,Winter 2016
ENG,485,Studies In American Literature,Fall 2016
ENG,486,Studies In British Literature,Spring 2016
ENG,489,"Writing, Literature And Medicine",Winter 2016
ENG,490,History Of The English Language,Fall 2016
ENGR,111,Engineering Orientation I,Fall 2016
ENGR,112,Introduction To Engineering Computing,Winter 2016
ENGR,112,Introduction To Engineering Computing,Spring 2016
ENGR,112,Introduction To Engineering Computing,Summer 2016
ENGR,112,Introduction To Engineering Computing,Fall 2016
ENGR,199,Special Topics,Spring 2016
ENGR,199,Special Topics,Fall 2016
ENGR,201,Electrical Fundamentals I,Winter 2016
ENGR,201,Electrical Fundamentals I,Spring 2016
ENGR,201,Electrical Fundamentals I,Summer 2016
ENGR,201,Electrical Fundamentals I,Fall 2016
ENGR,201H,Electrical Fundamentals I,Winter 2016
ENGR,202,Electrical Fundamentals Ii,Winter 2016
ENGR,202,Electrical Fundamentals Ii,Spring 2016
ENGR,202,Electrical Fundamentals Ii,Summer 2016
ENGR,203,Electrical Fundamentals Iii,Spring 2016
ENGR,203,Electrical Fundamentals Iii,Summer 2016
ENGR,203,Electrical Fundamentals Iii,Fall 2016
ENGR,211,Statics,Winter 2016
ENGR,211,Statics,Spring 2016
ENGR,211,Statics,Summer 2016
ENGR,211,Statics,Fall 2016
ENGR,211H,Statics,Fall 2016
ENGR,212,Dynamics,Winter 2016
ENGR,212,Dynamics,Spring 2016
ENGR,212,Dynamics,Summer 2016
ENGR,212,Dynamics,Fall 2016
ENGR,212H,Dynamics,Spring 2016
ENGR,213,Strength Of Materials,Winter 2016
ENGR,213,Strength Of Materials,Spring 2016
ENGR,213,Strength Of Materials,Summer 2016
ENGR,213,Strength Of Materials,Fall 2016
ENGR,221,"The Science, Engineering And Social Impact Of Nanotechnology",Fall 2016
ENGR,248,Engineering Graphics And 3-D Modeling,Winter 2016
ENGR,248,Engineering Graphics And 3-D Modeling,Spring 2016
ENGR,248,Engineering Graphics And 3-D Modeling,Summer 2016
ENGR,248,Engineering Graphics And 3-D Modeling,Fall 2016
ENGR,299,Special Topics,Summer 2016
ENGR,350,Sustainable Engineering,Fall 2016
ENGR,363,Energy Matters,Winter 2016
ENGR,363,Energy Matters,Spring 2016
ENGR,390,Engineering Economy,Winter 2016
ENGR,390,Engineering Economy,Spring 2016
ENGR,390,Engineering Economy,Fall 2016
ENGR,391,Engineering Economics And Project Management,Winter 2016
ENGR,391,Engineering Economics And Project Management,Spring 2016
ENGR,391,Engineering Economics And Project Management,Fall 2016
ENGR,391H,Engineering Economics And Project Management,Spring 2016
ENGR,399,Special Topics,Spring 2016
ENGR,407,Seminar,Fall 2016
ENGR,407H,Seminar,Fall 2016
ENGR,499,Special Topics,Winter 2016
ENSC,101,Environmental Sciences Orientation,Fall 2016
ENSC,399,Special Topics,Spring 2016
ENSC,401,Research And Scholarship,Winter 2016
ENSC,401,Research And Scholarship,Spring 2016
ENSC,401,Research And Scholarship,Summer 2016
ENSC,401,Research And Scholarship,Fall 2016
ENSC,402,Independent Studies,Winter 2016
ENSC,403,Thesis,Winter 2016
ENSC,403,Thesis,Spring 2016
ENSC,403,Thesis,Summer 2016
ENSC,403,Thesis,Fall 2016
ENSC,405,Reading And Conference,Winter 2016
ENSC,405,Reading And Conference,Spring 2016
ENSC,405,Reading And Conference,Summer 2016
ENSC,405,Reading And Conference,Fall 2016
ENSC,406,Projects,Winter 2016
ENSC,406,Projects,Spring 2016
ENSC,406,Projects,Fall 2016
ENSC,407,Seminar,Winter 2016
ENSC,410,Internship,Winter 2016
ENSC,410,Internship,Spring 2016
ENSC,410,Internship,Summer 2016
ENSC,410,Internship,Fall 2016
ENSC,479,Environmental Case Studies,Fall 2016
ENT,101,"Introduction To Horticulture, Crop, Soil, And Insect Science",Fall 2016
ENT,300,"Plagues, Pests, And Politics",Spring 2016
ENT,311,Introduction To Insect Pest Management,Spring 2016
ENT,322,Honey Bee Biology And Beekeeping,Winter 2016
ENT,499,Special Topics,Spring 2016
ENVE,199,Special Topics,Fall 2016
ENVE,321,Environmental Engineering Fundamentals,Spring 2016
ENVE,322,Fundamentals Of Environmental Engineering,Winter 2016
ENVE,401,Research,Winter 2016
ENVE,401,Research,Fall 2016
ENVE,403,Thesis,Winter 2016
ENVE,403,Thesis,Spring 2016
ENVE,403,Thesis,Fall 2016
ENVE,405,Reading And Conference,Summer 2016
ENVE,406,Special Projects,Winter 2016
ENVE,410,Occupational Internship,Winter 2016
ENVE,410,Occupational Internship,Spring 2016
ENVE,410,Occupational Internship,Summer 2016
ENVE,410,Occupational Internship,Fall 2016
ENVE,415,Environmental Engineering Laboratory,Winter 2016
ENVE,421,Water And Wastewater Characterization,Fall 2016
ENVE,422,Environmental Engineering Design,Winter 2016
ENVE,425,Air Pollution Control,Spring 2016
ENVE,431,Fate And Transport Of Chemicals In Environmental Systems,Winter 2016
ENVE,456,Sustainable Water Resources Development,Spring 2016
ENVE,490,Environmental Engineering Design,Spring 2016
ES,101,Introduction To Ethnic Studies,Spring 2016
ES,101,Introduction To Ethnic Studies,Summer 2016
ES,101,Introduction To Ethnic Studies,Fall 2016
ES,201,Inventing Ethnic America,Winter 2016
ES,212,Survey Of Chicano/A-Latino/A Studies,Winter 2016
ES,213,Contemporary Latino/A Culture And Issues,Spring 2016
ES,221,Survey Of African American Studies I,Fall 2016
ES,223,Survey Of African American Studies Ii,Spring 2016
ES,231,Introduction To Asian American Studies,Fall 2016
ES,233,Asian Pacific American Activism And Empowerment,Winter 2016
ES,241,Introduction To Native American Studies,Fall 2016
ES,243,Native American Assimilation And Activism,Spring 2016
ES,311,Narratives Of Latino Migrations,Spring 2016
ES,323,Contemporary African American Social Discourse,Winter 2016
ES,334,Asian Pacific American Literature,Winter 2016
ES,351,Ethnic Minorities In Oregon,Fall 2016
ES,353,Environmental Racism,Winter 2016
ES,353H,Environmental Racism,Fall 2016
ES,354,Literature Of Ethnic Minorities In The United States,Spring 2016
ES,373,Approaches To Social Justice,Fall 2016
ES,375,Arts And Social Justice,Fall 2016
ES,399,Special Topics,Summer 2016
ES,401,Research,Winter 2016
ES,402,Independent Study,Winter 2016
ES,402,Independent Study,Fall 2016
ES,405,Reading And Conference,Winter 2016
ES,406,Projects,Winter 2016
ES,409,Practicum,Winter 2016
ES,409,Practicum,Fall 2016
ES,410,Internship,Winter 2016
ES,410,Internship,Summer 2016
ES,410,Internship,Fall 2016
ES,444,"Native American Law: Tribes, Treaties, And The United States",Winter 2016
ES,451,Theories Of Race And Ethnicity,Fall 2016
ES,453,Ethnohistory Methodology,Winter 2016
ES,460,Ethnicity And Social Justice,Spring 2016
ES,461,Racism And The Prison Industrial Complex,Winter 2016
ES,464,Food And Ethnic Identity: Decolonizing Our Food And Body,Winter 2016
ES,485,Capstone In Social Justice,Fall 2016
ES,499,Special Topics,Winter 2016
FCSJ,361,Food Justice,Spring 2016
FCSJ,406,Food Projects,Winter 2016
FCSJ,406,Food Projects,Spring 2016
FCSJ,464,Food And Ethnic Identity: Decolonizing Food And Our Body,Winter 2016
FCSJ,467,Capstone: Food In Culture And Social Justice,Spring 2016
FE,101,Introduction To Forest Engineering,Fall 2016
FE,102,Forest Engineering Problem Solving And Technology,Winter 2016
FE,102,Forest Engineering Problem Solving And Technology,Spring 2016
FE,208,Forest Surveying,Fall 2016
FE,209,Forest Photogrammetry And Remote Sensing,Winter 2016
FE,257,Gis And Forest Engineering Applications,Winter 2016
FE,307,Junior Seminar,Winter 2016
FE,310,Forest Route Surveying,Spring 2016
FE,312,Forestry Field School,Fall 2016
FE,315,Soil Engineering,Winter 2016
FE,316,Soil Mechanics,Spring 2016
FE,330,Forest Engineering Fluid Mechanics And Hydraulics,Fall 2016
FE,370,Harvesting Operations,Fall 2016
FE,371,Harvesting Process Engineering,Fall 2016
FE,403,Thesis,Winter 2016
FE,403,Thesis,Spring 2016
FE,403,Thesis,Fall 2016
FE,405,Reading And Conference,Winter 2016
FE,405,Reading And Conference,Spring 2016
FE,405,Reading And Conference,Fall 2016
FE,406,Projects,Winter 2016
FE,406,Projects,Spring 2016
FE,406,Projects,Fall 2016
FE,415,Forest Road Engineering,Winter 2016
FE,416,Forest Road System Management,Spring 2016
FE,423,Unmanned Aircraft System Remote Sensing,Fall 2016
FE,430,Watershed Processes,Spring 2016
FE,434,Forest Watershed Management,Fall 2016
FE,435,Forest Watershed Management Impacts,Spring 2016
FE,440,Forest Operations Analysis,Winter 2016
FE,456,International Forestry,Spring 2016
FE,457,Techniques For Forest Resource Analysis,Winter 2016
FE,459,Forest Resource Planning And Decision Making,Winter 2016
FE,460,Forest Operations Regulations And Policy Issues,Winter 2016
FE,469,Forestry Capstone Ii,Spring 2016
FE,470,Logging Mechanics,Winter 2016
FE,471,Harvesting Management,Spring 2016
FE,479,Slope And Embankment Design,Spring 2016
FE,480,Forest Engineering Practice And Professionalism,Winter 2016
FE,499,Special Topics,Spring 2016
FES,141,Tree And Shrub Identification,Spring 2016
FES,141,Tree And Shrub Identification,Fall 2016
FES,240,Forest Biology,Spring 2016
FES,240,Forest Biology,Fall 2016
FES,241,Dendrology,Spring 2016
FES,241,Dendrology,Fall 2016
FES,251,Recreation Resource Management,Fall 2016
FES,341,Forest Ecology,Fall 2016
FES,351,Recreation Behavior And Management,Winter 2016
FES,352,Wilderness Management,Winter 2016
FES,353,"Nature, Eco, And Adventure Tourism",Spring 2016
FES,354,"Communities, Natural Areas, And Sustainable Tourism",Winter 2016
FES,356,Planning For Recreation And Tourism,Spring 2016
FES,401,Research And Scholarship,Winter 2016
FES,410,Internship,Spring 2016
FES,410,Internship,Summer 2016
FES,415,Forest Insect And Disease Management,Winter 2016
FES,422,Research Methods In Social Science,Winter 2016
FES,433,Planning Agroforestry Projects,Spring 2016
FES,435,Genes And Chemicals In Agriculture: Value And Risk,Spring 2016
FES,445,Ecological Restoration,Spring 2016
FES,452,Biodiversity Conservation In Managed Forests,Spring 2016
FES,477,Agroforestry,Winter 2016
FES,485,Consensus And Natural Resources,Winter 2016
FES,493,Environmental Interpretation,Winter 2016
FES,499,Selected Topics In Forest Science,Spring 2016
FILM,110,Introduction To Film Studies: 1895-1945,Winter 2016
FILM,125,Introduction To Film Studies: 1945-Present,Summer 2016
FILM,125,Introduction To Film Studies: 1945-Present,Fall 2016
FILM,220,"Topics In Difference, Power, And Discrimination",Winter 2016
FILM,220,"Topics In Difference, Power, And Discrimination",Spring 2016
FILM,220,"Topics In Difference, Power, And Discrimination",Fall 2016
FILM,245,The New American Cinema,Spring 2016
FILM,255,World Cinema Part I: Origins To 1968,Winter 2016
FILM,256,World Cinema Part Ii: 1968-Present,Spring 2016
FILM,360,International Film Festival,Fall 2016
FILM,452,Studies In Film,Winter 2016
FILM,480,"Studies In Film, Culture And Society",Winter 2016
FILM,480,"Studies In Film, Culture And Society",Spring 2016
FIN,340,Finance,Fall 2016
FIN,340H,Finance,Fall 2016
FIN,341,Investments,Winter 2016
FIN,341,Investments,Spring 2016
FIN,342,Advanced Financial Management,Spring 2016
FIN,342,Advanced Financial Management,Fall 2016
FIN,434,Cfa Preparation,Winter 2016
FIN,434,Cfa Preparation,Spring 2016
FIN,437,Applied Portfolio Management I,Fall 2016
FIN,438,Applied Portfolio Management Ii,Winter 2016
FIN,439,Applied Portfolio Management Iii,Spring 2016
FIN,441,Financial Institutions,Winter 2016
FIN,441,Financial Institutions,Fall 2016
FIN,442,Financial Statement Analysis,Winter 2016
FIN,442,Financial Statement Analysis,Spring 2016
FIN,443,Portfolio Management,Winter 2016
FIN,443,Portfolio Management,Spring 2016
FIN,444,Financial Risk Management,Spring 2016
FIN,444,Financial Risk Management,Fall 2016
FIN,445,International Financial Management,Spring 2016
FIN,445,International Financial Management,Fall 2016
FIN,499,Selected Topics In Finance,Winter 2016
FOR,111,Introduction To Forestry,Fall 2016
FOR,112,Computing Applications In Forestry,Winter 2016
FOR,112,Computing Applications In Forestry,Spring 2016
FOR,206,Forest Soils Laboratory For Soil 205,Spring 2016
FOR,307,Junior Seminar,Winter 2016
FOR,312,Forestry Field School,Fall 2016
FOR,321,Forest Mensuration,Fall 2016
FOR,322,Forest Models,Winter 2016
FOR,330,Forest Conservation Economics,Winter 2016
FOR,331,Forest Resource Economics Ii,Spring 2016
FOR,346,Topics In Wildland Fire,Spring 2016
FOR,401,Research And Scholarship,Winter 2016
FOR,401,Research And Scholarship,Spring 2016
FOR,401,Research And Scholarship,Fall 2016
FOR,405,Reading And Conference,Winter 2016
FOR,405,Reading And Conference,Spring 2016
FOR,405,Reading And Conference,Summer 2016
FOR,405,Reading And Conference,Fall 2016
FOR,406,Projects,Summer 2016
FOR,407,Seminar,Winter 2016
FOR,407,Seminar,Spring 2016
FOR,417,Advanced Forest Soils,Spring 2016
FOR,429,Integrated Prescriptions,Spring 2016
FOR,436,Wildland Fire Science And Management,Spring 2016
FOR,441,Silviculture Principles,Spring 2016
FOR,442,Silviculture Reforestation,Spring 2016
FOR,443,Silvicultural Practices,Spring 2016
FOR,446,Wildland Fire Ecology,Winter 2016
FOR,456,International Forestry,Spring 2016
FOR,457,Techniques For Forest Resource Analysis,Winter 2016
FOR,459,Forest Resource Planning And Decision Making,Winter 2016
FOR,460,Forest Policy,Winter 2016
FOR,460,Forest Policy,Spring 2016
FOR,460,Forest Policy,Fall 2016
FOR,462,Natural Resource Policy And Law,Fall 2016
FOR,469,Forestry Capstone Ii,Spring 2016
FOR,499,Special Topics,Spring 2016
FR,111,First-Year French,Fall 2016
FR,112,First-Year French,Winter 2016
FR,113,First-Year French,Spring 2016
FR,199,Special Studies,Winter 2016
FR,199,Special Studies,Spring 2016
FR,199,Special Studies,Fall 2016
FR,211,Second-Year French,Fall 2016
FR,212,Second-Year French,Winter 2016
FR,213,Second-Year French,Spring 2016
FR,270H,France Today: Cultures Within And Beyond Its Borders,Spring 2016
FR,299,Special Studies,Winter 2016
FR,299,Special Studies,Spring 2016
FR,299,Special Studies,Fall 2016
FR,311,Third-Year French,Fall 2016
FR,312,Third-Year French,Winter 2016
FR,313,Third-Year French,Spring 2016
FR,329,Francophone Cultures In Film,Winter 2016
FR,333,French Culture And Society Since The Revolution,Spring 2016
FR,339,French: Francophone Studies,Fall 2016
FR,340,Introduction To French Literary Studies,Winter 2016
FR,379,Proctor Experience,Winter 2016
FR,379,Proctor Experience,Spring 2016
FR,379,Proctor Experience,Fall 2016
FR,399,Special Topics,Winter 2016
FR,399,Special Topics,Spring 2016
FR,399,Special Topics,Fall 2016
FR,402,Independent Study,Winter 2016
FR,402,Independent Study,Spring 2016
FR,402,Independent Study,Fall 2016
FR,403,Thesis,Winter 2016
FR,405,Reading And Conference,Winter 2016
FR,405,Reading And Conference,Fall 2016
FR,411,Fourth-Year French,Fall 2016
FR,439,French: Francophone Studies,Spring 2016
FR,499,Special Topics,Winter 2016
FR,499,Special Topics,Spring 2016
FR,499,Special Topics,Fall 2016
FST,101,Food Science Orientation,Fall 2016
FST,199,Special Studies,Winter 2016
FST,199,Special Studies,Spring 2016
FST,199,Special Studies,Fall 2016
FST,212,Dairy Processing,Winter 2016
FST,213,Dairy Processing Laboratory,Winter 2016
FST,251,"Introduction To Wines, Beers, And Spirits",Fall 2016
FST,273,Wine In The Western World,Winter 2016
FST,360,Food Safety And Sanitation,Spring 2016
FST,370,Industry Preparation/Haccp,Spring 2016
FST,385,Communicating Food And Fermentation Science,Spring 2016
FST,385,Communicating Food And Fermentation Science,Fall 2016
FST,401,Research,Winter 2016
FST,401,Research,Spring 2016
FST,401,Research,Summer 2016
FST,401,Research,Fall 2016
FST,403,Thesis,Winter 2016
FST,403,Thesis,Spring 2016
FST,403,Thesis,Summer 2016
FST,403,Thesis,Fall 2016
FST,405,Reading And Conference,Winter 2016
FST,405,Reading And Conference,Spring 2016
FST,405,Reading And Conference,Summer 2016
FST,405,Reading And Conference,Fall 2016
FST,407,Senior Seminar,Fall 2016
FST,410,Internship,Winter 2016
FST,410,Internship,Spring 2016
FST,410,Internship,Summer 2016
FST,410,Internship,Fall 2016
FST,420,Sensory Evaluation Of Food,Winter 2016
FST,421,Food Law,Winter 2016
FST,422,Food Chemistry Fundamentals,Fall 2016
FST,423,Food Analysis,Winter 2016
FST,425,Food Systems Chemistry,Spring 2016
FST,430,Innovation And Food Product Development,Spring 2016
FST,460,Brewing Science,Fall 2016
FST,461,Brewing Analysis,Winter 2016
FST,466,Wine Production Principles,Winter 2016
FST,467,"Wine Production, Analysis, And Sensory Evaluation",Spring 2016
FST,479,Fermentation Microbiology,Spring 2016
FST,480,Topics In Fermentation,Winter 2016
